ID,bydel,vejid,vejnavn,frastation,tilstation,hastighed,anb_hastig
7610,Indre By,1010148000000,H.C. Andersens Boulevard,0,0,50,0
5322,Indre By,1010160000000,Andreas Bjørns Gade,0,192,40,30
5321,Vanløse,1011876000000,Fordresgårdvej,0,508,50,30
5323,Østerbro,1017036000000,Strynøgade,0,103,40,30
7604,Østerbro,1017852000000,Universitetsparken,18,306,60,0
7206,Østerbro,1010468000000,Berggreensgade,120,170,40,30
5549,Amager Vest,1018584000000,Østerdalsgade,0,177,50,0
5550,Vesterbro-Kongens Enghave,1018824000000,Ernie Wilkins Vej,0,288,15,0
5551,Nørrebro,1015192020000,Nørrebrogade,0,48,40,0
5552,Amager Øst,1012192000000,Gertsvej,0,89,50,0
5553,Indre By,1012992000000,Holmens Kanal,0,398,50,0
5554,Vesterbro-Kongens Enghave,1015400000000,Palnatokesgade,0,64,50,0
5555,Nørrebro,1016312000000,Schleppegrellsgade,0,118,40,0
5556,Amager Vest,1011468000000,Egilsgade,0,518,50,30
5557,Vanløse,1017994400000,Vanløse Torv,0,61,50,0
5558,Valby,1017908000000,Valby Kirkevej,0,93,50,40
5559,Amager Øst,1010072000000,Ahrenkildes Allé,0,217,50,30
5560,Valby,1014932080000,Nakskovvej,0,67,50,30
5561,Amager Vest,1011324000000,Drechselsgade,0,208,50,0
5562,Amager Øst,1010272000000,Augustagade,0,202,50,0
5566,Vanløse,1012628000000,Harboørevej,0,253,50,0
5564,Amager Øst,1015588000000,Prags Boulevard,0,225,50,0
5565,Bispebjerg,1017820000000,Uglevej,0,149,40,0
4888,Østerbro,1010600000000,Blegdamsvej,0,1317,50,0
4889,Indre By,1017970000000,Vandværksviadukten,0,73,50,0
4890,Vanløse,1018396000000,Vinløvstien,0,76,50,30
4891,Nørrebro,1010820000000,Bregnerødgade,0,179,50,0
4894,Østerbro,1013556000000,Kanslergade,0,216,50,30
4895,Valby,1014640000000,Maribovej,0,411,50,30
4896,Amager Vest,1011108000000,Christian ll's Allé,0,348,50,30
4897,Østerbro,1012956000000,Hjørringgade,0,218,50,0
4898,Vesterbro-Kongens Enghave,1012702010000,Havneholmen,0,84,40,0
4899,Østerbro,1017920000000,Valdemar Holmers Gade,0,282,50,30
5334,Valby,1014002000000,Krumtappen,0,205,50,0
4900,Nørrebro,1013012000000,Holtegade,0,173,50,0
4901,Vesterbro-Kongens Enghave,1011664000000,Eskildsgade,0,358,50,0
5064,Indre By,1015148000000,Ny Østergade,0,306,40,0
5065,Østerbro,1012812000000,Henrik Harpestrengs Vej,0,285,40,0
5066,Østerbro,1018416010000,Vognmandsmarken,0,130,50,30
5068,Østerbro,1017836000000,F. F. Ulriks Gade,0,228,50,30
5069,Nørrebro,1015724000000,Rantzausgade,0,783,50,0
5071,Valby,1013788000000,Kløverbladsgade,0,460,50,0
5072,Nørrebro,1012044000000,Fælledvej,0,242,50,0
5073,Østerbro,1016324000000,Sejrøgade,0,240,50,0
5074,Brønshøj-Husum,1011220000000,Dalbyvej,0,28,50,0
5123,Vanløse,1017244000000,Syvstensvej,0,77,50,0
5075,Vesterbro-Kongens Enghave,1015240000000,Oehlenschlægersgade,0,287,50,0
5076,Østerbro,1011332000000,Drejøgade,0,543,40,0
5325,Amager Øst,1011732000000,Fehmernsgade,0,77,50,0
5327,Nørrebro,1013244000000,Høsterkøbgade,0,91,50,0
5328,Amager Vest,1011160320000,Christmas Møllers Plads,16,68,50,0
5330,Indre By,1011276300000,Dantes Plads,0,178,0,0
5331,Amager Vest,1014520000000,Lærdalsgade,0,97,50,0
5332,Bispebjerg,1015480000000,Pernillevej,0,274,50,30
5333,Østerbro,1013008000000,Holsteinsgade,0,48,50,0
5165,Amager Øst,1018444000000,Volosvej,0,202,50,30
5335,Amager Øst,1010440000000,Belgiensgade,0,113,50,0
5336,Amager Øst,1011060000000,Caprivej,0,104,40,0
5337,Indre By,1017540000000,Toldbodgade,0,876,40,0
5345,Amager Vest,1012172000000,Georginevej,0,154,50,0
5338,Bispebjerg,1010536300000,Bispebjerg Torv,0,130,50,0
5339,Nørrebro,1010340310000,Balders Plads,0,74,15,0
5340,Nørrebro,1015692800000,Ragnhildgade,299,395,50,0
5341,Amager Øst,1014248000000,Liden Kirstens Vej,0,132,40,0
5343,Valby,1014804020000,Monrads Allé,0,35,50,0
5344,Amager Vest,1018096000000,Ved Stadsgraven,0,340,50,0
5567,Nørrebro,1018480000000,Vølundsgade,0,222,50,0
5568,Amager Vest,1011416000000,Ebertsgade,0,87,50,0
5569,Brønshøj-Husum,1013616000000,Kattingevej,0,151,50,0
5570,Vesterbro-Kongens Enghave,1018172000000,Verdisvej,0,87,40,0
5082,Valby,1010188000000,Antoinettevej,0,238,50,30
5571,Brønshøj-Husum,1016444000000,Skensvedvej,0,654,50,0
5573,Amager Øst,1013668000000,Kinavej,296,413,40,0
5574,Bispebjerg,1010540000000,Bispebjergvej,0,471,50,0
5576,Nørrebro,1014532000000,Læssøesgade,0,291,40,0
5577,Nørrebro,1016478310000,Skjolds Plads,0,42,50,0
5579,Valby,1011024000000,Bærhaven,0,299,40,0
5581,Vesterbro-Kongens Enghave,1015792000000,Rejsbygade,0,69,50,0
5086,Valby,1013692000000,Kirkevænget,0,286,50,40
4902,Vanløse,1010448000000,Bellisvej,0,233,50,30
4903,Indre By,1015772000000,Refshalevej,0,1343,50,30
4904,Vanløse,1015834000000,C. F. Richs Vej,0,74,50,0
4905,Amager Vest,1017870000000,Urmagerstien,0,35,50,0
4906,Vesterbro-Kongens Enghave,1012248000000,Glucksvej,0,114,40,30
4908,Indre By,1013596000000,Kastelsvej,0,448,50,0
4909,Valby,1012656000000,Harrestrupvang,0,260,50,30
4910,Amager Vest,1014208000000,Leifsgade,0,228,50,30
4912,Indre By,1014992300000,Nikolaj Plads,0,115,40,0
4914,Vesterbro-Kongens Enghave,1012076800000,Gamle Carlsberg Vej,392,583,50,0
5077,Vanløse,1013608000000,Katrinedalsvej,0,89,50,0
5078,Amager Øst,1017864000000,Uralvej,0,114,40,0
5079,Bispebjerg,1015864000000,Ringertoften,0,243,50,30
5080,Vanløse,1012668000000,Hasselvej,0,229,50,0
5081,Østerbro,1017008010000,Strandvænget,0,166,50,0
5360,Valby,1016008000000,Rughavevej,0,216,50,30
5083,Østerbro,1015948000000,Rosenvængets Allé,0,563,50,30
5084,Indre By,1016924000000,Stokhusgade,0,127,40,0
5085,Valby,1016804000000,Stakhaven,0,165,40,0
5584,Vanløse,1010492000000,Billesborgvej,0,175,50,0
5087,Amager Vest,1011550000000,Emil Holms Kanal,0,358,0,0
5088,Brønshøj-Husum,1014956000000,Nebbegårdsbakken,0,551,50,0
5089,Indre By,1013960000000,Kristianiagade,0,478,50,0
5090,Nørrebro,1014688020000,Meinungsgade,0,50,50,0
5091,Nørrebro,1014936000000,Nannasgade,0,102,50,30
5092,Vanløse,1014312000000,Limfjordsvej,0,349,50,30
5093,Vanløse,1013434000000,Julie Arenholts Vænge,0,91,50,0
5094,Indre By,1015320300000,Oslo Plads,0,288,50,0
5346,Østerbro,1016032000000,Ruthsvej,0,126,50,0
5347,Østerbro,1014192020000,Lautrupsgade,0,546,0,0
5348,Brønshøj-Husum,1014956010000,Nebbegårdsbakken,0,67,50,0
5349,Brønshøj-Husum,1012684000000,Havdrupvej,0,419,50,0
5350,Brønshøj-Husum,1018140000000,Veksøvej,0,137,50,30
5352,Amager Øst,1015588800000,Prags Boulevard,226,608,50,0
5353,Brønshøj-Husum,1013768000000,Klostermarksvej,0,218,50,0
5355,Nørrebro,1014188000000,Laurids Skaus Gade,0,66,50,30
5356,Indre By,1015668000000,Pustervig,0,68,40,0
5359,Amager Vest,1013844000000,Kongelundsvej,0,2370,50,0
5409,Valby,1012352000000,Grønnehave Allé,0,276,40,30
5582,Vesterbro-Kongens Enghave,1012544310000,Halmtorvet,0,43,50,0
5583,Vanløse,1010760030000,Borups Allé,0,58,50,0
5585,Østerbro,1011784000000,Fiskedamsgade,0,292,50,0
5586,Bispebjerg,1010520000000,Bisiddervej,0,399,50,0
5587,Valby,1017524000000,Toftegårds Allé,0,476,50,0
5588,Vanløse,1013868000000,Kongsdalvej,0,603,50,0
5590,Indre By,1011356000000,Dronningens Tværgade,0,462,40,0
5591,Indre By,1011906000000,Fredensbro,0,180,50,0
5592,Brønshøj-Husum,1016540000000,Skråningen,0,205,50,0
5593,Indre By,1014928000000,Naboløs,0,50,40,0
5594,Østerbro,1010720020000,Borgervænget,0,88,30,0
4915,Brønshøj-Husum,1012184000000,Gerlevvej,0,142,50,0
4916,Valby,1013336000000,Jakob Knudsens Vej,0,50,50,0
4917,Indre By,1012844000000,Herluf Trolles Gade,0,285,40,0
4918,Vanløse,1013120000000,Hvidkildevej,0,156,50,0
4919,Østerbro,1015648000000,Præstøgade,0,141,50,0
4920,Valby,1015444000000,Peder Hjorts Vej,0,223,50,0
4921,Amager Vest,1013552000000,Kansasvej,0,335,50,30
4922,Amager Øst,1018536000000,Ætnavej,0,145,50,0
4924,Indre By,1014292000000,Lille Strandstræde,0,166,40,0
5604,Brønshøj-Husum,1016700000000,Solkrogen,0,169,50,30
5623,Østerbro,1015296000000,Olufsvej,0,52,50,30
4925,Indre By,1011352000000,Dronningensgade,0,454,40,0
4926,Indre By,1018020000000,Webersgade,0,213,50,0
4929,Vesterbro-Kongens Enghave,1016412020000,Sjælør Boulevard,0,286,40,0
4930,Bispebjerg,1016104000000,Rødkløvervej,0,413,50,30
5367,Vesterbro-Kongens Enghave,1011264000000,Dannevirkegade,0,286,50,40
5095,Valby,1015808000000,Retortvej,0,1061,50,0
5096,Østerbro,1018356800000,Willemoesgade,738,816,50,0
5097,Nørrebro,1017808000000,Udbygade,0,60,50,30
5098,Valby,1011568000000,Engdraget,0,890,50,30
5099,Brønshøj-Husum,1012388000000,Gråbynkevej,0,109,50,0
5100,Indre By,1012001000000,Frue Plads,0,109,40,0
5101,Valby,1017940000000,Valhøjvej,0,212,50,0
5102,Amager Vest,1016880800000,Stenlandsvej,461,598,50,0
5103,Østerbro,1010284000000,Australiensvej,0,301,40,0
5104,Amager Vest,1014388000000,Lotusvej,0,281,50,0
5105,Brønshøj-Husum,1011624000000,Enigheds Allé,0,41,50,0
5106,Brønshøj-Husum,1017324000000,Sørupvej,0,122,50,0
5107,Vesterbro-Kongens Enghave,1015796000000,Rektorparken,0,93,50,0
5108,Amager Øst,1011976000000,Fremads Allé,0,53,50,0
5109,Amager Øst,1015468000000,Per Døves Vej,0,134,40,0
5110,Valby,1010612000000,Blommestien,0,231,40,0
5111,Amager Vest,1018122000000,Weidekampsgade,0,473,50,0
5361,Østerbro,1011152000000,Christiansmindevej,0,251,40,0
5606,Vanløse,1011672000000,Eskjærvej,0,169,50,0
5607,Valby,1014400000000,Lukretiavej,0,88,50,40
5362,Valby,1011344000000,Dronning Dagmars Allé,0,229,50,0
5363,Brønshøj-Husum,1012644010000,Hareskovvej,0,444,70,0
5364,Vesterbro-Kongens Enghave,1016296000000,Scandiagade,0,353,60,0
5366,Bispebjerg,1018548010000,Ørevadsvej,0,88,50,0
5368,Brønshøj-Husum,1016888000000,Stenløsevej,0,809,50,0
5369,Bispebjerg,1010620000000,Blytækkervej,0,149,50,0
5370,Brønshøj-Husum,1018232000000,Vesterløkken,0,304,50,0
5371,Vanløse,1013972000000,Krogebjerg,0,1389,50,0
5596,Brønshøj-Husum,1010656000000,Boeslundevej,0,409,50,0
5597,Indre By,1015200000000,Nørre Farimagsgade,0,761,50,0
5598,Østerbro,1012960000000,Hobrogade,0,134,50,0
5599,Valby,1017300010000,Søndervangs Allé,0,710,40,0
7601,Indre By,1014144000000,Langelinie,0,888,0,0
5602,Vanløse,1013604000000,Katholmvej,0,122,50,0
5603,Amager Vest,1013826300000,Kofoeds Plads,0,45,50,0
4933,Nørrebro,1011208000000,Dagmarsgade,0,354,50,0
4934,Amager Øst,1011484000000,Eliasgade,0,178,50,0
4936,Valby,1018684000000,Ålstrupvej,0,288,50,30
4937,Amager Vest,1016616000000,Slusevej,0,349,50,0
4938,Vanløse,1017980000000,Vangsåvej,0,137,50,0
4939,Bispebjerg,1010668000000,Bogfinkevej,0,156,40,0
4940,Amager Øst,1015024000000,Nordlandsgade,0,185,50,0
4941,Indre By,1017454000000,Timiansgade,0,72,40,0
4942,Vesterbro-Kongens Enghave,1018815000000,Peter Holms Vej,0,108,50,0
4943,Østerbro,1017332000000,Saabyesvej,0,107,50,30
4944,Amager Vest,1018543000000,Øresundsmotorvejen,61501,61921,90,0
4945,Valby,1015968000000,Roskildevej,0,1325,60,0
4946,Amager Øst,1018024000000,Ved Amagerbanen,0,721,50,0
5113,Bispebjerg,1010692000000,Bomhusvej,0,235,50,0
5114,Amager Øst,1014624000000,Marathonvej,0,226,50,30
5115,Indre By,1013776000000,Klosterstræde,0,150,40,0
5116,Brønshøj-Husum,1014512000000,Lystrupvej,0,251,50,0
5117,Valby,1017896000000,Valborg Allé,0,186,50,0
5118,Brønshøj-Husum,1017368000000,Terrasserne,0,523,50,40
5391,Indre By,1015080000000,Ny Adelgade,0,113,40,0
5119,Amager Øst,1013196010000,Højdevej,0,102,50,0
5120,Amager Øst,1014596000000,Malakkavej,0,77,40,0
5121,Brønshøj-Husum,1015075000000,Novembervej,0,86,50,0
5124,Amager Øst,1012904000000,Hindustanvej,0,549,40,0
5125,Brønshøj-Husum,1017372000000,Tersløsevej,0,276,50,0
5126,Vesterbro-Kongens Enghave,1010652000000,Bodilsgade,0,72,50,0
5129,Bispebjerg,1017580000000,Tornsangervej,0,139,40,0
5376,Vesterbro-Kongens Enghave,1014036000000,Kvægtorvsgade,0,146,50,40
5378,Østerbro,1010080000000,Aldersrogade,0,540,50,0
5379,Indre By,1016076000000,Rævegade,0,75,40,0
5380,Indre By,1012676000000,Hausergade,0,45,40,0
5381,Vesterbro-Kongens Enghave,1013412000000,Johan Kellers Vej,0,483,50,30
5382,Brønshøj-Husum,1013476000000,Jægersprisvej,0,138,50,0
5383,Valby,1016440000000,Skelmosevej,0,163,50,0
5384,Vesterbro-Kongens Enghave,1018472000000,Værnedamsvej,16,106,50,0
5385,Valby,1012970000000,Holbæk Motorvej,6725,6809,60,0
5386,Brønshøj-Husum,1014776000000,Mindstrupvej,0,70,50,30
5387,Nørrebro,1018492000000,Ydunsgade,0,117,50,0
5388,Østerbro,1017012000000,Strandøre,0,419,40,0
5390,Amager Øst,1013944000000,Kretavej,240,518,50,30
5127,Nørrebro,1012404000000,Guldbergsgade,0,198,50,0
5609,Vanløse,1018372000000,Vindruevej,0,241,50,30
5611,Østerbro,1014668000000,Marstalsgade,0,231,50,0
5612,Brønshøj-Husum,1013240000000,Hørtoftevej,0,119,50,0
5613,Vesterbro-Kongens Enghave,1010480000000,Bevtoftgade,0,148,50,0
5614,Bispebjerg,1013256050000,Håndværkerhaven,0,99,50,30
5615,Nørrebro,1012604030000,Hans Tavsens Gade,0,54,50,0
5616,Bispebjerg,1016052020000,Ryparken,0,673,50,30
5617,Vanløse,1011888000000,Fossgårdsvej,0,382,50,0
5618,Indre By,1012680300000,Hauser Plads,0,83,40,30
5619,Valby,1017628000000,Traps Allé,0,286,50,30
5620,Amager Vest,1017844000000,Under Elmene,0,183,50,0
5621,Amager Vest,1013568000000,Kaprifolievej,0,240,50,0
5622,Bispebjerg,1016636000000,Smedetoften,0,438,50,30
4947,Valby,1013820000000,Knuthenborgvej,0,234,50,30
4948,Østerbro,1018192010000,Vestagervej,0,45,40,0
4949,Brønshøj-Husum,1015156000000,Næsbyholmvej,0,604,50,0
4950,Amager Øst,1011832000000,Florensvej,0,177,40,0
4951,Vesterbro-Kongens Enghave,1010480010000,Bevtoftgade,0,34,50,0
4952,Østerbro,1018046000000,Ved Eltham,0,30,50,0
5151,Amager Øst,1016336000000,Serbiensgade,0,46,50,30
4954,Vesterbro-Kongens Enghave,1014088000000,Kaalundsgade,0,92,50,0
4955,Amager Vest,1018541070000,Ørestads Boulevard,0,54,50,0
4956,Brønshøj-Husum,1017168000000,Svend Gønges Vej,0,239,50,30
5130,Østerbro,1014476000000,Lyngbyvej,0,766,60,0
5131,Amager Vest,1010119020000,Amagermotorvejen,61564,63210,90,0
5133,Valby,1017918000000,Valby Torvegade,0,153,50,0
5134,Vesterbro-Kongens Enghave,1011596000000,Engholmen,0,163,40,0
5135,Brønshøj-Husum,1016496000000,Skolevangen,0,279,50,30
5136,Bispebjerg,1016044000000,Rygårds Allé,0,184,50,0
5137,Østerbro,1017133000000,Svanemøllebro,0,69,50,0
5138,Amager Vest,1011736000000,Femkløvervej,0,65,50,0
5139,Brønshøj-Husum,1014212000000,Lejrevej,0,222,50,30
5140,Nørrebro,1010074400000,Aksel Larsens Plads,0,20,50,0
5393,Vesterbro-Kongens Enghave,1013520020H01,Kalvebod Brygge,0,613,50,0
5395,Amager Øst,1013892000000,Korfuvej,0,266,50,30
5397,Bispebjerg,1015476020000,Perlestikkervej,0,141,50,30
5398,Brønshøj-Husum,1013880000000,Kongstedvej,0,195,50,0
5399,Østerbro,1015062000000,Nordsøvej,1000,1366,50,0
5400,Vanløse,1017232000000,Syrenstien,0,73,50,30
5402,Nørrebro,1010560000000,Bjelkes Allé,0,341,50,30
5403,Nørrebro,1016596000000,Slotsgade,0,118,50,30
5404,Vanløse,1015180320000,Nørager Plads,0,108,50,0
5405,Amager Øst,1013368000000,Jenagade,0,27,15,0
5406,Valby,1010320000000,Bag Søndermarken,0,35,50,0
5407,Brønshøj-Husum,1018660000000,Åkandevej,0,1067,50,0
5408,Brønshøj-Husum,1012488000000,Gårdtoftevej,0,62,50,0
5624,Vanløse,1018624000000,Åbakkevej,0,194,50,30
5625,Amager Øst,1016736000000,Sorrentovej,0,343,40,0
5626,Indre By,1010060000000,Ahlefeldtsgade,0,96,50,0
5627,Amager Vest,1010510000000,Birketinget,0,248,50,0
5628,Vanløse,1013452000000,Jupitervej,0,327,50,0
5629,Amager Vest,1010040000000,Agerlandsvej,0,465,50,30
5630,Nørrebro,1016628000000,Smedegade,0,56,50,30
5632,Valby,1012004000000,Frugthaven,0,594,40,0
5634,Nørrebro,1012304000000,Griffenfeldsgade,0,207,50,30
5637,Amager Øst,1011096000000,Ceylonvej,0,344,50,30
5638,Amager Vest,1017188000000,Sverrigsgade,0,350,50,0
5152,Østerbro,1014436000000,Lundingsgade,0,108,40,30
5645,Amager Vest,1015384000000,Oxford Allé,0,116,50,30
4957,Brønshøj-Husum,1013652000000,Kildeløbet,0,712,50,0
4958,Vanløse,1013004000000,Holsteinborgvej,0,286,50,0
4959,Vanløse,1017964000000,Valnøddevej,0,234,50,30
4960,Nørrebro,1018636020000,Åboulevard,0,36,50,0
4961,Brønshøj-Husum,1016708000000,Solsikkevej,0,182,50,0
4962,Østerbro,1011168010000,Classensgade,0,37,50,0
4963,Østerbro,1011076010000,Carl Nielsens Allé,0,37,50,0
4964,Valby,1014324020000,Lindebugten,0,70,50,30
4966,Østerbro,1013008040000,Holsteinsgade 22-24/Willemoesgade 39-41,0,33,50,30
4967,Valby,1011072000000,Carl Langes Vej,0,177,50,30
4968,Amager Øst,1013316010000,Italiensvej,0,571,50,0
4969,Brønshøj-Husum,1012796000000,Hellestedvej,0,370,50,0
4971,Amager Vest,1010092000000,Alperosevej,0,136,50,0
5143,Østerbro,1015160000000,Næstvedgade,0,242,50,0
7602,Indre By,1014144000000,Langelinie,0,888,40,0
5145,Østerbro,1013660010000,Kildevænget,0,118,50,0
5147,Indre By,1014260000000,Lille Farimagsgade,0,67,50,15
5149,Vanløse,1013968000000,Krogagervej,0,185,50,0
5150,Indre By,1016524000000,Skovgaardsgade,0,148,50,15
5153,Østerbro,1015984000000,Rothesgade,0,186,50,0
5154,Østerbro,1016424000000,Skanderborggade,0,190,50,0
5155,Nørrebro,1017512000000,Todesgade,0,115,50,30
5156,Indre By,1017660310000,Trondhjems Plads,0,56,50,0
5410,Vesterbro-Kongens Enghave,1017216000000,Sydhavns Plads,0,250,50,0
5411,Amager Øst,1010808000000,Bredegrund,0,56,50,0
5412,Vesterbro-Kongens Enghave,1016544000000,Skydebanegade,0,194,50,0
5413,Amager Øst,1012176000000,Gerbrandsvej,0,303,50,30
5414,Østerbro,1018120000000,Ved Vænget,0,124,50,0
5415,Brønshøj-Husum,1010324000000,Bakkekammen,0,466,50,0
5417,Østerbro,1015472000000,Per Henrik Lings Allé,0,324,50,30
5418,Amager Vest,1014500000000,Lysefjordsgade,0,107,50,0
5419,Brønshøj-Husum,1012296000000,Grevingevej,0,245,50,0
5420,Indre By,1011109000000,Christian IV's Bro,0,94,50,0
5421,Amager Vest,1017960000000,Valmuevej,0,147,50,0
5422,Nørrebro,1017812000000,Uffesgade,0,60,50,0
5423,Amager Vest,1012584000000,Hans Bogbinders Allé,0,122,50,30
5425,Indre By,1014980000000,Niels Juels Gade,0,176,50,0
5427,Brønshøj-Husum,1016728000000,Sonnerupvej,0,228,50,0
5641,Amager Øst,1018176000000,Vermlandsgade,0,944,50,0
5642,Indre By,1014196000000,Lavendelstræde,0,130,40,0
5643,Amager Vest,1011348000000,Dronning Elisabeths Allé,0,228,50,30
5644,Brønshøj-Husum,1011508000000,Elmelundevej,0,308,50,0
5646,Amager Vest,1013288000000,Irlandsvej,748,1570,50,0
5647,Amager Vest,1018543050000,Øresundsmotorvejen,64200,64911,50,0
5648,Østerbro,1011336000000,A . L . Drewsens Vej,0,160,50,0
5649,Nørrebro,1012128000000,Gartnergade,0,97,50,0
4972,Vanløse,1017536000000,Toftøjevej,0,252,50,0
4973,Indre By,1018412000000,Vognmagergade,0,158,40,0
4974,Amager Vest,1017840000000,Ulvefodvej,0,132,50,0
4975,Amager Vest,1014875000000,Myggenæsgade,0,213,15,0
4976,Amager Vest,1011477000000,Ejler Billes Allé,0,304,40,0
4977,Østerbro,1010456310000,Bellmans Plads,0,45,40,0
4979,Amager Øst,1012792000000,Hellelidenvej,0,180,40,0
4980,Nørrebro,1018280000000,Vibekegade,0,294,50,0
4981,Amager Øst,1012780000000,Hellasvej,0,404,50,30
4982,Valby,1015132000000,Nystedvej,0,651,50,30
4983,Amager Vest,1011404000000,Dyvekes Allé,0,228,50,30
4984,Indre By,1014992320000,Nikolaj Plads,0,157,40,0
5157,Nørrebro,1010760810000,Borups Allé,623,712,50,0
5158,Amager Øst,1012720010000,Hedegaardsvej,0,237,50,0
5160,Østerbro,1013948000000,A. F. Kriegers Vej,0,176,50,0
5163,Indre By,1012924300000,Hjalmar Brantings Plads,0,75,40,0
5164,Amager Vest,1010436000000,Belfastvej,0,184,50,0
5159,Amager Vest,1010688000000,Boltonvej,0,518,50,0
5167,Bispebjerg,1011372000000,Dunhammervej,0,167,50,30
5168,Vesterbro-Kongens Enghave,1011086000000,Carsten Niebuhrs Gade,0,492,50,0
5169,Amager Øst,1013952000000,Krimsvej,0,466,50,0
5170,Brønshøj-Husum,1015528000000,Pilesvinget,0,1432,40,30
5171,Vanløse,1012888800000,Hillerødgade,381,748,40,0
5172,Brønshøj-Husum,1010408000000,Bavnevangen,0,295,50,30
5173,Indre By,1014112000000,Landgreven,0,120,40,0
5174,Indre By,1010192000000,Antonigade,0,85,40,0
5175,Nørrebro,1013040300000,Hothers Plads,0,148,50,0
5429,Amager Øst,1011880000000,Formosavej,0,87,50,0
5430,Amager Vest,1016022010000,Rundholtsvej,0,96,50,0
5703,Brønshøj-Husum,1010012000000,Abildhøj,0,106,50,0
5431,Vesterbro-Kongens Enghave,1010020000000,Absalonsgade,0,487,50,0
5434,Indre By,1017132000000,Svanegade,0,125,40,0
5435,Bispebjerg,1015476000000,Perlestikkervej,0,136,50,30
5436,Vesterbro-Kongens Enghave,1018008000000,Vasbygade,0,1426,60,0
5437,Valby,1011104000000,Christen Bergs Allé,0,276,50,30
5438,Vanløse,1015683020000,Rabarbervej,0,62,50,0
5439,Valby,1017912010000,Valby Langgade,0,142,50,0
5440,Indre By,1013804000000,Knippelsbrogade,0,124,40,0
5441,Amager Vest,1014733000000,Metrovej,0,580,50,0
5650,Vanløse,1014556000000,Lønstrupvej,0,213,50,30
5652,Valby,1016516000000,Skovbogårds Allé,0,62,50,40
5654,Valby,1014324000000,Lindebugten,0,575,50,30
5655,Amager Øst,1013936010000,Kraftværksvej,0,334,0,0
5656,Indre By,1015540000000,Pistolstræde,0,30,40,0
5658,Østerbro,1014745000000,Midtermolen,0,264,50,0
5659,Vesterbro-Kongens Enghave,1018268000000,Vestre Teglgade,0,185,50,0
5660,Indre By,1014600000000,Malmøgade,0,150,40,0
5182,Vanløse,1017576000000,Tornestykket,0,215,50,0
5661,Østerbro,1016264000000,Sankt Kjelds Gade,0,350,40,0
5664,Nørrebro,1013448000000,Julius Thomsens Gade,0,227,50,0
5663,Vanløse,1014964000000,Nedertoften,0,283,50,0
5665,Bispebjerg,1015804000000,Rentemestervej,0,544,50,0
5666,Østerbro,1017316000000,Søpassagen,0,106,40,30
5458,Vanløse,1018168000000,Veras Allé,0,304,50,0
5466,Brønshøj-Husum,1012972300000,Holcks Plads,0,280,50,30
4986,Valby,1015488000000,Peter Bangs Vej,0,957,50,0
4988,Bispebjerg,1011996000000,Frimestervej,0,660,50,0
4991,Amager Vest,1016168000000,Rågårdsminde,0,159,50,0
4992,Indre By,1016232300000,Sankt  Annæ Plads,0,403,40,0
4993,Brønshøj-Husum,1014154000000,Langhusvej,0,495,50,40
4994,Bispebjerg,1013392000000,Jeppes Allé,0,114,50,0
4997,Vesterbro-Kongens Enghave,1015900000000,H. V. Rolsteds Vej,0,204,50,30
4998,Amager Øst,1011192000000,Cumberlandsgade,0,97,50,0
4999,Bispebjerg,1016820000000,Statholdervej,0,232,50,0
5000,Indre By,1013248000000,Høyensgade,0,138,50,15
5176,Brønshøj-Husum,1013932000000,Krabbesholmvej,0,252,50,0
5177,Amager Øst,1015736000000,Ravennavej,0,222,40,0
5178,Valby,1016284000000,Saxhøjvej,0,209,50,0
5179,Valby,1015932000000,Rosenhaven,0,187,40,0
5180,Amager Vest,1013132000000,Hyacintvej,0,101,50,30
5181,Østerbro,1016564040000,Slagelsegade,0,33,50,0
5183,Indre By,1012108010000,Gammel Strand,0,34,40,0
5185,Vesterbro-Kongens Enghave,1015664000000,Thomas Koppels Allé,0,428,40,30
5459,Østerbro,1012092000000,Gammel Kalkbrænderi Vej,0,385,50,30
5186,Østerbro,1015068000000,Norgesmindevej,0,487,40,0
5188,Amager Vest,1012456000000,Gyldenrisvej,0,576,50,0
5190,Østerbro,1011076000000,Carl Nielsens Allé,0,152,50,0
5191,Nørrebro,1012816000000,Henrik Rungs Gade,0,191,50,0
5192,Vesterbro-Kongens Enghave,1016724000000,Sommerstedgade,0,254,50,0
5193,Amager Øst,1011620110000,Engvej,0,75,50,0
5442,Indre By,1015204000000,Nørregade,0,491,40,0
5443,Amager Øst,1013280000000,Iranvej,0,410,40,0
5444,Valby,1017500000000,Tjørnelunds Allé,0,413,50,0
5445,Indre By,1013712000000,Kjeld Langes Gade,0,125,30,0
5446,Indre By,1018116000000,Ved Volden,0,128,40,0
5448,Amager Øst,1016672000000,Sofie Brahes Allé,0,105,50,0
5449,Amager Vest,1017108300000,Sundbyvester Plads,0,135,50,0
5450,Vesterbro-Kongens Enghave,1010226000000,Arni Magnussons Gade,0,127,50,0
5451,Valby,1010596000000,Blankavej,0,309,50,0
5452,Bispebjerg,1015496000000,Peter Ibsens Allé,0,340,50,0
5453,Brønshøj-Husum,1013152080000,Hyrdevangen,0,150,50,0
5455,Brønshøj-Husum,1013088000000,Hustoftevej,0,232,50,0
5456,Vesterbro-Kongens Enghave,1014048000000,Küchlersgade,0,222,15,0
5457,Valby,1017636000000,Trekronergade,0,448,50,0
5460,Amager Vest,1013722000000,Klaksvigsgade,0,340,50,0
